phi1_center,map_cluster_bin,map_success,map_mu,map_mu_err,map_sigma,map_sigma_err,map_linear_density,map_linear_density_err,map_peak_surface_density,map_peak_surface_density_err,map_track_poly,map_track_resid,map_f_stream,map_f_stream_err,map_n_stream,map_n_stream_err,alt_cluster_bin,alt_success,alt_mu,alt_mu_err,alt_sigma,alt_sigma_err,alt_linear_density,alt_linear_density_err,alt_peak_surface_density,alt_peak_surface_density_err,alt_track_poly,alt_track_resid,alt_f_stream,alt_f_stream_err,alt_n_stream,alt_n_stream_err
-20.0,False,True,1.7458314826819663,0.0536584746899204,0.1110534489765455,0.0378397966537072,51.51104256727809,20.198111450605545,185.04542611716025,96.1261324298514,2.358879772360332,-0.6130482896783656,0.0201986486190964,0.0079201378117571,57.94992288818785,22.72287538193124,False,False,1.757053777553379,,0.0299999999999999,,29.06156844543522,,386.46294625547495,,2.4642525613224664,-0.7071987837690874,0.0116598660845629,,32.694264501114624,
-19.25,False,True,1.953509636387216,0.0895774489133088,0.2070985061340234,0.0651231728093995,79.73809875260694,30.935193125547737,153.6027446313557,76.7083784448854,2.18672253484649,-0.2332128984592738,0.0297826564066011,0.0115544795040641,89.70536109668281,34.8020922662412,False,True,1.9634658933957696,0.0946097843502835,0.21003417844358,0.0682635036183115,76.14889987846794,30.66057986606677,144.6384392897125,74.84270502099682,2.2741087296539177,-0.3106428362581479,0.0289515080646422,0.011657030195784,85.66751236327644,34.493152349325115
-18.5,False,True,1.928925292236343,0.0197894672982399,0.0422633135068109,0.0144564465782652,36.84102388219699,13.248521454226353,347.75886839820845,172.59649592219887,2.019498680304593,-0.0905733880682504,0.0141551065121146,0.0050903642882529,41.44615186747161,14.904586636004646,False,True,1.9340997791157823,0.0194970268070366,0.0472606941569219,0.0142953501834456,43.43628589107604,14.106226614550287,366.6592557446908,162.72413118262418,2.090166825237655,-0.1560670461218727,0.0169496432977664,0.0055045109057818,48.86582162746054,15.869504941369073
-17.75,False,True,1.6523750981855674,0.1575754597025133,0.3904270390421708,0.1305417133060772,118.79962482150351,52.863469252571086,121.39065304851007,67.56579988330452,1.857208208734642,-0.2048331105490746,0.0459434781451328,0.0204439336229434,133.64957792419145,59.47140290914247,False,True,1.715618042656056,0.1593637308867224,0.4057868685747873,0.1414190961466141,124.09576141607435,56.44351189080142,122.00258283704562,69.90803925473867,1.9124268480736784,-0.1968088054176227,0.0491749670986557,0.0223666611050199,139.60773159308366,63.49895087715159
-17.0,False,True,1.942682797958367,0.0158896428671162,0.0393690892393419,0.0137047521200345,40.21516579599159,13.250373794265052,407.5159029419992,195.3280583799374,1.6998511201366364,0.2428316778217305,0.0162449053933538,0.00535248492587,45.24206152049054,14.906670518548186,False,True,1.9422595854864984,0.0165057058203269,0.0411708087985752,0.0141717796168222,40.663021144139606,13.335552445142811,394.02185326551376,187.33236659510527,1.7408887981619887,0.2013707873245096,0.0169617718899358,0.0055626609198315,45.74589878715705,15.002496500785664
-16.25,False,True,1.3494612697713235,0.0285486664811962,0.0743067732658752,0.040446144575033,53.67532551952175,21.631476914280128,288.1750320045337,195.17141741848977,1.5474274145105764,-0.1979661447392529,0.0220785159815217,0.0088977738678483,60.38474120946197,24.335411528565142,False,True,1.3480206555614749,0.0214465394348038,0.0543888419147989,0.0197825494376683,47.52093853328695,15.3176876613251,348.5661933192843,169.4030446444962,1.5755526755025853,-0.2275320199411106,0.020067963907638,0.0064686181002217,53.46105584994781,17.232398618990736
-15.5,False,True,1.6711720818848548,0.0322402486061239,0.0555135495179312,0.0286271675812243,29.885956937201684,13.615382103506375,214.7722838125336,147.7839323304327,1.3999370918564615,0.2712349900283932,0.0131488860204739,0.0059903421456568,33.621701554351894,15.317304866444674,False,True,1.609394663153444,0.1547940521882314,0.2725239254679732,0.1121960002938775,61.93504806700969,32.06464157922251,90.66546825272746,59.97082685935327,1.416418480095468,0.1929761830579761,0.0275948233961924,0.0142862264461882,69.6769290753859,36.07272177662532
-14.75,False,True,1.3471986188665388,0.0162420660526739,0.0409653143430928,0.0228785207129354,42.656728213704525,15.985119999984814,415.4141790665578,279.39025259812905,1.257380152174293,0.0898184666922456,0.019195527696167,0.0071933039999931,47.98881924041759,17.983259999982916,False,True,1.3579468414060465,0.0156674329724598,0.0420923892572688,0.0179403155717631,45.62088041296176,14.873662335098196,432.384532857685,232.0222711241943,1.263486211940637,0.0944606294654093,0.0208971866712467,0.0068130578692937,51.32349046458198,16.73287012698547
-14.0,False,True,1.291503485175138,0.0243396973713861,0.0813706660214117,0.0255638748255373,73.87883375473876,20.100879563799754,362.211492821728,150.53672261067223,1.1197565954640698,0.1717468897110681,0.03299471535295,0.0089771693169014,83.11368797408112,22.613489509274725,False,True,1.2830187835632576,0.0308085204621158,0.1049689223677696,0.033252274969459,84.42030422474343,23.28629726867836,320.8457124252886,134.76944436759845,1.116755871038092,0.1662629125251655,0.0384973012780042,0.0106190046320482,94.97284225283636,26.197084427263157
-13.25,False,True,1.0023683461412916,0.080533089333892,0.4188441241681067,0.0683142354825497,267.6497590109996,61.64242193076127,254.93208343514044,71.94547774623116,0.9870664217257922,0.0153019244154993,0.1222021018211747,0.0281443687792639,301.1059788873746,69.34772467210642,False,True,1.0001045663948092,0.0764023359665479,0.4141063165023412,0.0618660571391313,272.67710798231025,58.80626968323642,262.69202602495324,68.91834940702383,0.9762274573878336,0.0238771090069755,0.1275516617380869,0.0275081303092062,306.761746480099,66.15705339364098
-12.5,False,True,0.9078942295316442,0.0411911157619579,0.2373695040729495,0.0453465590999687,211.93859640921607,40.20536769825042,356.2010515495153,95.8985927267478,0.85930963095946,0.0485845985721842,0.1007312720576122,0.0191090150657083,238.4309209603681,45.23103866053172,False,True,0.9243045614630012,0.0402665316044505,0.2381215849506286,0.0503929714142432,217.201910924222,42.554924054123546,363.8940403895932,104.94540654853895,0.8419009709898615,0.0824035904731396,0.1052788236922661,0.0206265788715592,244.35214978974972,47.87428956088899
-11.75,False,True,0.9401588913948464,0.036821037364899,0.1733965789067663,0.0394916431857567,146.11223705852035,30.27486653252987,336.1678149257084,103.50725030150905,0.7364862231650734,0.203672668229773,0.0730886023525279,0.015144164005823,164.3762666908354,34.059224849096104,False,True,0.9489896858899212,0.0335416814945716,0.1520615270950239,0.0323323250227652,128.39361000507563,26.60453073921689,336.8481202506171,100.00835581590522,0.7137764118441754,0.2352132740457458,0.0655366657240063,0.0135798988573588,144.4428112557101,29.930097081619003
-11.0,False,True,0.6791355080443013,0.0739815201876324,0.2382111769584321,0.0972509602978766,154.77683915020827,49.28501753168925,259.2112845094783,134.20729071192676,0.6185961983426324,0.0605393097016689,0.078611261419406,0.0250318937802033,174.12394404398432,55.44564472315041,False,True,0.6648990262341254,0.054100044588497,0.2062384118183553,0.0647542690722577,147.72394625384766,37.84523291338603,285.7534029127136,115.7970531829017,0.5918537799507755,0.0730452462833499,0.0772255759923692,0.019784334120613,166.18943953557863,42.57588702755928
-10.25,False,True,0.4181914656186277,0.0996019681098979,0.5346461731198359,0.1258989911567188,330.667678695764,106.90381244815693,246.7376078353942,98.68644410518408,0.5056395564921371,-0.0874480908735094,0.1747304549237832,0.0564898022565413,372.0011385327345,120.26678900417654,False,True,0.4488484302777067,0.1129335933405445,0.5535966339434041,0.1517157788925072,313.18892007541785,117.79840756616736,225.6955593847102,105.03371676241714,0.4761330753096622,-0.0272846450319555,0.1652615080135295,0.0621591034296145,352.33753508484506,132.5232085119383
-9.5,False,True,0.2740328343208771,0.0297588175547135,0.1912179824857834,0.0278118424110545,189.51621044632756,29.467947253199416,395.3918359854928,84.18385552147453,0.3976162976135872,-0.12358346329271,0.1027497526516233,0.0159765979083611,213.20573675211847,33.15144065984934,False,True,0.2867783815739216,0.0293986112061502,0.1765791713616959,0.026837453657631,169.84012568054334,27.629329605864317,383.7168705694798,85.42664672732914,0.3666142979208348,-0.0798359163469132,0.0921708352101356,0.0149942092651217,191.07014139061124,31.082995806597356
-8.75,False,True,0.2523283839313769,0.031328687348558,0.1348247142406507,0.0375700482977323,117.77067801893756,26.550124173865186,348.47989938577496,124.90628093406087,0.2945264217069828,-0.0421980377756058,0.0642541284050944,0.0144853975245384,132.49201277130476,29.86888969559833,False,True,0.2730272185443743,0.0308829310705143,0.1374794302172166,0.0304177107480602,117.32246512667145,24.111760186805743,340.4501437487806,102.8080754085223,0.2632974477842939,0.0097297707600803,0.0646998888566202,0.0132969265736061,131.98777326750536,27.125730210156465
-8.0,False,True,0.1308929403942389,0.0232334664680084,0.1025064131810557,0.0216165734318215,97.60180193846008,20.331504993721992,379.8541401291981,112.59573301992424,0.1963699287723243,-0.0654769883780853,0.0521624832212672,0.0108660062317991,109.8020271807676,22.87294311793724,False,True,0.1271212466840706,0.0253950455268993,0.1003727472684881,0.0223203325655482,83.8859602657414,19.180023927763912,333.4137720925503,106.34199701144556,0.1661825249000392,-0.0390612782159685,0.0459677083774764,0.0105102420451701,94.37170529895909,21.577526918734403
-7.25,False,True,0.07125865849281,0.0236762524872056,0.1046002717378115,0.0208350639619235,106.80224788651395,20.865155631176822,407.34055099440826,113.64886185550972,0.1031468188096113,-0.0318881603168012,0.0572427483908185,0.0111830872249042,120.1525288723282,23.47330008507393,False,True,0.051411605898099,0.024577692256072,0.0990829735560198,0.0240808477484129,98.13404166363708,20.926066171196155,395.12155278793614,127.75216206784292,0.0752695292680706,-0.0238579233699716,0.0535406386380173,0.0114169856656623,110.40079687159172,23.54182444259568
-6.5,False,True,-0.0212610854820702,0.0428075673452684,0.2365402399841353,0.0658434859129685,206.58804088971985,45.50804020574608,348.42572300483374,123.68360901867564,0.0148570918188436,-0.0361181773009139,0.1130956428228393,0.0249131606965763,232.4115460009348,51.196545231464334,False,True,-0.0289246877411882,0.0434538019241778,0.26303987855839,0.0657990875832591,226.3217617543172,47.55327479764905,343.2533509123199,112.13519839504536,-0.0094415391116113,-0.0194831486295769,0.1247486437891263,0.0262113837076703,254.61198197360687,53.49743414735519
-5.75,False,True,-0.2175243313943997,0.0214914679160871,0.129366979283697,0.0210307006591967,159.6961505419787,25.361507378787334,492.4714700869283,111.92080596693371,-0.0684992521999783,-0.1490250791944213,0.0830213351939584,0.0131847023110608,179.65816935972606,28.53169580113575,False,True,-0.2212686152522063,0.0219947996245916,0.1347333795723085,0.0216592844111458,163.11157959401282,25.658143584050837,482.9694447632589,108.62767677440874,-0.0879506802390074,-0.1333179350131988,0.0862719920278629,0.0135709504146954,183.5005270432644,28.865411532057188
-5.0,False,True,-0.3101621537000642,0.0255808534354811,0.1720147409182693,0.0225064689090108,222.72341754675995,29.203910619905248,516.5475215703907,95.68287021438826,-0.1469222132468546,-0.1632399404532096,0.1149375434587637,0.0150708254345841,250.5638447401049,32.854399447393405,False,True,-0.3037989984110157,0.0260688878468194,0.1765864916250276,0.0227112008511839,221.5257579739865,29.122052965290624,500.4685819426092,92.0415912480646,-0.160257894114117,-0.1435411042968987,0.1180002261935297,0.0155124571903181,249.2164777207348,32.762309585951954
-4.25,False,True,-0.3439391802062173,0.0119438330239467,0.1219126779862284,0.0112032318687174,289.35056068375684,25.682234296110927,946.8594605693984,120.97147278387074,-0.2204117913217853,-0.1235273888844319,0.1466964311713503,0.0130205108531432,325.5193807692264,28.892513583124792,False,True,-0.3435351574730523,0.0120554352960221,0.1227978892852536,0.011430563033397,285.4467528826122,25.50355780929019,927.3512695616718,119.65140948467618,-0.2263631807369405,-0.1171719767361118,0.1481899386215684,0.0132401949863643,321.1275969929387,28.691502535451463
-3.5,False,True,-0.3153863676732671,0.0099951578071324,0.1245385825822564,0.0102262621060338,378.2259149080974,28.57652539060526,1211.5948798493278,135.1946793316949,-0.2889679864247706,-0.0264183812484965,0.1708852025187187,0.0129110807487674,425.5041542716096,32.14859106443092,False,True,-0.3180930586696283,0.0096608337990548,0.1230768746841168,0.009825632493013,385.0281206985689,28.287767360449617,1248.032962198607,135.40496830031788,-0.2862665401074776,-0.0318265185621506,0.1762232041439747,0.0129470049961374,433.15663578589,31.823738280505815
-2.75,False,True,-0.3226315374387261,0.0101805663069739,0.1196151495954756,0.0091208995044198,364.3122729550825,27.886869061479302,1215.0598769675166,131.2813430751873,-0.3525907985558102,0.029959261117084,0.1616132914331497,0.0123709494062161,409.8513070744677,31.37272769416422,False,True,-0.3240192189824516,0.0098496624737174,0.1195732207929678,0.008923308927349,380.5572448573888,28.03410231194965,1269.6854201958718,133.14003795641418,-0.3399679722257285,0.0159487532432769,0.1699590712443677,0.0125201925767937,428.1269004645624,31.53836510094336
-2.0,False,True,-0.2938376829521631,0.0113177180778013,0.1144922088042696,0.0103528679450327,290.82889468692093,25.8804065029787,1013.3784967969068,128.56526124774203,-0.4112802277149043,0.1174425447627411,0.1465214986667201,0.0130387180097855,327.18250652278607,29.11545731585104,False,True,-0.295589206402036,0.0111215392786906,0.1144249583296601,0.0105533066604184,297.056404613748,26.13306443516048,1035.6862802871624,132.00641600404322,-0.3874674770916931,0.0918782706896571,0.1506031794459064,0.0132490750290921,334.1884551904664,29.399697489555532
-1.25,False,True,-0.2634604831964342,0.0123452452653519,0.1097471039561633,0.0101293534812642,251.06365857854,24.911853565910075,912.6428385687216,123.6771739209275,-0.4650362739020527,0.2015757907056185,0.1189248909056241,0.0118003516891152,282.44661590085747,28.025835261648837,False,True,-0.2649183605381087,0.0123748374786694,0.1119230227901188,0.0101200358849897,257.11075343796324,25.1082140763337,916.4544321199946,121.96852642367924,-0.4287650547053716,0.1638466941672628,0.1225114771781908,0.0119638885370077,289.2495976177087,28.24674083587541
-0.5,True,True,-0.0224341272627901,0.0050023740987062,0.0944335824802732,0.0062820561676577,876.9477867767577,37.68674995956632,3704.736605992802,293.40540931200843,-0.5138589371172557,0.4914248098544655,0.2922293424537477,0.0125585289409099,986.5662601238524,42.39759370451211,True,True,-0.02521368072878,0.0050935614008802,0.0962037495524948,0.0062545190039068,872.4787391869764,37.21348621575407,3618.036297255661,281.3233828594419,-0.4638607050667637,0.4386470243379836,0.2948448728102579,0.0125759002681656,981.5385815853484,41.865171992723326
0.25,True,True,0.0161919187338804,0.0040185717949819,0.0901896606450101,0.0050791914646586,1012.1928426661746,37.93585027718808,4477.3039167832085,302.8804635594531,0.3412284598900896,-0.3250365411562091,0.3162224237710209,0.0118516610835425,1138.7169479994463,42.67783156183658,True,True,0.013320072334992,0.0039689379076302,0.0856584702480885,0.0049668752608208,947.774732801092,36.49410191898265,4414.127547636933,307.24534738288736,0.2889212957989657,-0.2756012234639737,0.3095954048784055,0.0119209827697025,1066.2465744012286,41.05586465885549
1.0,False,True,0.2852282575404757,0.0167029514200431,0.1306725348050972,0.0137928200669049,227.5182366424279,25.704740750623102,694.6114904285336,107.39680864218924,0.3477026401200392,-0.0624743825795635,0.1104695797249595,0.0124807222030431,255.95801622273132,28.91783334445099,False,True,0.2945859400185038,0.0162842369913264,0.1244503385529802,0.0135867869328122,213.83307906984223,24.651953472533528,685.4706638910939,108.83645981205864,0.3229220450725356,-0.0283361050540317,0.1083613576367443,0.0124925439894595,240.56221395357247,27.73344765660022
1.75,False,True,0.4050770741136556,0.0183961340636719,0.1424518618571979,0.0173265674021474,229.07421323600116,26.769336446266323,641.5317274065984,108.20814094034836,0.3910240090192242,0.0140530650944313,0.1136782046274818,0.0132842979717907,257.70848989050126,30.115503502049613,False,True,0.4060316344154738,0.0171999941098294,0.1406661862935404,0.0158993451754046,233.21484559157912,25.725599197293658,661.4188155326784,104.46129147943527,0.3896782325797149,0.0163534018357588,0.1237578779672294,0.0136515561778091,262.3667012905265,28.941299096955365
2.5,False,True,0.5295783243079001,0.0203451939152978,0.1128958218662417,0.0225254296791191,143.87649779380217,25.279034967188835,508.41933011512543,135.16705281074306,0.4711925665876445,0.0583857577202555,0.0673298918544207,0.011829831255444,161.86106001802744,28.43891433808744,False,True,0.5292122771163987,0.0182707658424168,0.1109687799903415,0.0206285463095935,153.29419274796427,24.708305701103367,551.1057689603548,135.5951941248108,0.4891898583205038,0.0400224187958949,0.0761731302303267,0.0122777579124298,172.4559668414598,27.796843913741288
3.25,False,True,0.5433524311553972,0.0403683866963682,0.2623816609115971,0.0482497199034264,252.12943443652856,44.721428990460765,383.3541230776865,97.94520096900372,0.5882083128253001,-0.0448558816699028,0.1160104759677278,0.0205773446275126,283.6456137410946,50.31160761426836,False,True,0.5658429794721275,0.0352274645500123,0.2408587371565397,0.0371189309858841,250.5862550751725,38.59473719568489,415.0542895687937,90.43194938536558,0.6214569222949022,-0.0556139428227747,0.1199104793532833,0.0184683451063996,281.90953695956904,43.41907934514551
4.0,False,True,0.7853513864116337,0.0316842099786841,0.1435579285211878,0.0301457118401393,136.2197049260478,27.6328524049466,378.5496229892113,110.52476470176958,0.7420712477321909,0.0432801386794428,0.0637998201672788,0.0129421144694275,153.24716804180375,31.08695895556492,False,True,0.7847589872186936,0.0284989317286955,0.14643188071055,0.0260581761145564,152.5063809661259,27.21508574856023,415.4917843243439,104.71124401043193,0.7864794245029101,-0.0017204372842164,0.0747580298853558,0.0133407283081177,171.56967858689163,30.61697146713026
4.75,False,True,1.0669544288103838,0.0830061351663087,0.2483040938525691,0.063263300981766,107.49197651232492,34.44074660597366,172.70393560303532,70.69725585105716,0.9327813713083172,0.1341730575020666,0.0497238789376503,0.0159316776035034,120.92847357636552,38.74583993172037,False,True,0.9998037121037407,0.0287941089553307,0.0572476685123596,0.023647244679913,37.765829943282384,14.698396100950836,263.17903786025755,149.3645748959219,0.9842573649445274,0.0155463471592134,0.0185045987309201,0.0072019580198474,42.48655868619268,16.53569561356969
5.5,False,True,1.2101942344025929,0.0462120914135967,0.1771715072439252,0.0361623345479031,127.41229426555604,30.02157007598481,286.89800079138934,89.43668860359301,1.1603386835536784,0.0498555508489144,0.0521042642852601,0.0122770869994485,143.33883104875054,33.77426633548291,False,True,1.2368982882114374,0.0634547484837508,0.1953261921149203,0.0472119887094404,101.36744436638315,29.857534387453622,207.0370541509226,78.88661658749206,1.2147907436197545,0.0221075445916829,0.0437767274135052,0.0128943286702055,114.03837491218108,33.589726185885326
