phi1_center,phi1_lo,phi1_hi,fit_lo,fit_hi,n_signal,n_control,n_depth,cluster_bin,success,sampler_used,optimizer_success,sampler_success,message,mu_prior_center,mu_prior_sigma,f_stream,f_stream_err,mu,mu_err,sigma,sigma_err,bg_tilt,bg_tilt_err,n_stream,n_stream_err,linear_density,linear_density_err,peak_surface_density,peak_surface_density_err,map_neglogpost,acc_frac,track_poly,track_resid
-2.75,-3.3125,-2.1875,-1.8227666696319675,1.1772333303680325,2517,1890,11116,False,True,map,True,True,laplace_ok,-0.3227666696319676,0.35,0.16897599717521408,0.012503357428968413,-0.3231739563127555,0.009836265692080086,0.11899597382060581,0.008937143724330026,0.0009490317074524198,0.026710345287013413,425.31258489001385,31.470950648713494,378.05563101334565,27.974178354411993,1267.45780308871,133.6308148509884,2561.2294395598865,nan,-0.35972553215981706,0.03655157584706159
-2.0,-2.5625,-1.4375,-1.7756599290029398,1.2243400709970602,2219,1941,10776,False,True,map,True,True,laplace_ok,-0.27565992900293984,0.35,0.15075968529529027,0.013272330286902074,-0.2955771016931428,0.011136202906838328,0.11460212060477629,0.010617638189157109,0.03601881204685854,0.02958686943787614,334.5357416702491,29.4513009066357,297.3651037068881,26.178934139231735,1035.1598378685694,132.29819590562172,2213.488382648985,nan,-0.42876715896534007,0.1331900572721973
-1.25,-1.8125,-0.6875,-1.6963332170047574,1.3036667829952426,2362,2059,10978,False,True,map,True,True,laplace_ok,-0.19633321700475725,0.35,0.12292368990355683,0.011972583911145068,-0.2642376836029549,0.012377201337406106,0.11221622484630857,0.010098546548221878,0.0953582355335192,0.02703521121853982,290.34575555220124,28.27924319812465,258.0851160464011,25.137105064999687,917.5238685335851,121.67142733611986,2450.278884760837,nan,-0.49444062956499535,0.23020294596204044
-0.5,-1.0625,0.0625,-1.5847865336374198,1.4152134663625802,3365,2311,12132,True,True,map,True,True,laplace_ok,-0.0847865336374198,0.35,0.29648630437165485,0.012683910622654225,-0.02439340717308177,0.005040731697052717,0.09556829275627236,0.006364672996425216,0.022347446505869492,0.02549519821082585,997.6764142106185,42.68135924523147,886.8234792983276,37.93898599576131,3701.974482761568,293.0296830704823,2871.1550992759962,nan,-0.5567459439587827,0.5323525367857009
0.25,-0.3125,0.8125,-1.398682350105095,1.601317649894905,3595,2537,12710,True,True,map,True,True,laplace_ok,0.10131764989490503,0.35,0.3120121660683069,0.011749890555770045,0.014135514284443205,0.003961406465510064,0.08833031878867839,0.004982316738385373,0.008906169633413693,0.024825428707533403,1121.6837370155633,42.24085654799331,997.0522106805007,37.54742804266072,4503.168199356162,305.4110796311683,2892.0143078063284,nan,0.1946637708048841,-0.18052825652044088
1.0,0.4375,1.5625,-1.2917538887451743,1.7082461112548257,2333,2537,11728,False,True,map,True,True,laplace_ok,0.20824611125482562,0.35,0.11029504167424185,0.01271753214062679,0.2870309447460712,0.01724715033061242,0.13367042888947475,0.014967565814828878,-0.09531769727194295,0.025994610599173348,257.31833222600625,29.6700024840823,228.72740642311666,26.37333554140649,682.6418817298224,109.71918152076364,2475.1130555662126,nan,0.2768292447605153,0.010201699985555923
1.75,1.1875,2.3125,-1.16398560462438,1.83601439537562,2276,2497,11882,False,True,map,True,True,laplace_ok,0.3360143953756201,0.35,0.11112098152186202,0.012900411324277418,0.4010189715850033,0.017391717806817336,0.13414139674594464,0.01647820266870327,-0.07970675144978369,0.02594577022805142,252.91135394375794,29.361336174055403,224.81009239445152,26.098965488049245,668.5948789318138,113.00606675226736,2436.5834397788026,nan,0.3823629078874473,0.018656063697556013
2.5,1.9375,3.0625,-1.0153774977427115,1.9846225022572885,2410,2615,12219,False,True,map,True,True,laplace_ok,0.48462250225728853,0.35,0.07278101774207688,0.013711752829574677,0.5363781792470861,0.023006941669398092,0.12985904910928334,0.03035121010996289,-0.042690914871333335,0.025071829162010933,175.40225275840527,33.04532431927497,155.9131135630269,29.373621617133306,478.9834323904266,143.79127408071187,2617.291420192086,nan,0.5112647601856801,0.02511341906140596
3.25,2.6875,3.8125,-0.8459295681001698,2.15407043189983,2492,2933,12947,False,True,map,True,True,laplace_ok,0.6540704318998302,0.35,0.11301495986080415,0.02143740595800665,0.5542503305366318,0.043835556820250345,0.2747545892447897,0.05371829852231922,-0.09589062451552394,0.026171987101055064,281.63327997312393,53.42201564735257,250.3406933094435,47.48623613098007,363.4934264088511,99.0188196372592,2697.8544111119045,nan,0.6635348016552138,-0.10928447111858208
4.0,3.4375,4.5625,-0.6737911454631924,2.326208854536808,2439,3103,13668,False,True,map,True,True,laplace_ok,0.8262088545368076,0.35,0.06250184685429351,0.012586397592341661,0.807171086683496,0.03192043105162134,0.144672742225106,0.02882759880709617,-0.11995625304427299,0.024347980671695756,152.44200447762188,30.69822372772131,135.50400398010834,27.28730998019672,373.6590287839871,105.85655723919709,2644.2648453896304,nan,0.8391730322960483,-0.03200194561255232
4.75,4.1875,5.3125,-0.4582246110468864,2.5417753889531136,2527,3489,15105,False,False,map,True,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH;laplace_failed:SVD did not converge,1.0417753889531136,0.35,0.016785274956192572,nan,0.9793299837475031,nan,0.029999999999999995,nan,-0.042410803265344625,nan,42.41638981429863,nan,37.7034576127099,nan,501.3834453011082,nan,2764.0163199949384,nan,1.0381794521081837,-0.05884946836068061
5.5,4.9375,6.0625,-0.22758286008600948,2.7724171399139905,2887,4007,16373,False,True,map,True,True,laplace_ok,1.2724171399139905,0.35,0.04509188280722697,0.011231013945877335,1.2001181012004027,0.04610437724762984,0.16489692593475389,0.03486951561619277,0.01387355279512198,0.022696373613046134,130.18026566446426,32.42393726174787,115.71579170174601,28.821277565998102,279.9562305862378,91.4698953111021,3155.1284228181944,nan,1.26055406109162,-0.060435959891217195
6.25,5.6875,6.8125,0.014858941518238078,3.014858941518238,3246,4441,16796,False,True,map,True,True,laplace_ok,1.514858941518238,0.35,0.03741423114466785,0.013252723285290013,1.5371138664715198,0.060929384986238164,0.17604710924887446,0.07434733917059572,0.02209250623059074,0.021425058172136326,121.44659429559185,43.018339784051385,107.95252826274832,38.23852425249012,244.6324054055223,134.84084697887812,3538.6174107614806,nan,1.506296859246357,0.030817007225162785
7.0,6.4375,7.5625,0.26795221282898174,3.2679522128289817,3271,4762,17387,False,True,map,True,True,laplace_ok,1.7679522128289817,0.35,0.04503693241204605,0.01580663364288643,1.7654348264131656,0.10084488793600849,0.29343193775706455,0.08348556451230778,0.03157059572061944,0.022346989204815537,147.31580591980264,51.70349864588151,130.94738303982456,45.95866546300579,178.03258909654863,80.43618529709215,3572.5515646264435,nan,1.7754078465723948,-0.009973020159229185
7.75,7.1875,8.3125,0.46909375975097944,3.4690937597509794,3217,4575,16672,False,True,map,True,True,laplace_ok,1.9690937597509794,0.35,0.043776102427417016,0.018968004954448957,3.3581066533857613,0.11391747654447718,0.2881667419799195,0.12293307077912836,-0.04501679336186027,0.038449945946220684,140.82772150900053,61.020071938462294,125.18019689688936,54.240063945299816,173.30130766660565,105.37749195057681,3547.6082447617378,nan,2.0678870230697335,1.2902196303160278
8.5,7.9375,9.0625,0.6493457302760524,3.6493457302760524,2998,4301,16132,False,True,map,True,True,laplace_ok,2.1493457302760524,0.35,0.019812141471433602,0.007270478146184841,2.1498787026219426,0.037538929183289126,0.08168975198337006,0.031977872587392896,0.025441567920979003,0.02145199863541553,59.39680013135794,21.796893482262153,52.79715567231817,19.37501642867747,257.84161625208435,138.34943941633804,3299.561957851547,nan,2.3837343887383726,-0.23385568611643004
9.25,8.6875,9.8125,0.8087081244042023,3.8087081244042023,2856,3927,15366,False,True,map,True,True,laplace_ok,2.3087081244042023,0.35,0.018296513570949965,0.007400840954658567,3.0405300764980256,0.033282865701478107,0.07514992572351271,0.035199508836838256,-0.0044979424093708415,0.023144552471376843,52.254842758633096,21.136801766504867,46.448749118784974,18.788268236893217,246.57868543234477,152.60123383941223,3143.4479539983768,nan,2.722949943578313,0.31758013291971254
10.0,9.4375,10.5625,0.9471809421354291,3.947180942135429,2828,3513,14757,False,True,map,True,True,laplace_ok,2.447180942135429,0.35,0.015039125783864777,0.006845515208858268,2.687761494308141,0.048267705503475485,0.08073437112921991,0.03636381570683704,0.014531083932341647,0.02229284307469789,42.53064771676959,19.359117010651183,37.80502019268408,17.208104009467718,186.81040993249297,119.62594224075096,3112.7303945337385,nan,3.085533687589554,-0.3977721932814129
