run,label,n_bins,n_success,n_success_excluding_cluster,trailing_extent_deg,leading_extent_deg,integrated_total_abs8,integrated_trailing_abs8,integrated_leading_abs8,trailing_to_leading_abs8,integrated_total_abs5,integrated_trailing_abs5,integrated_leading_abs5,trailing_to_leading_abs5,near_cluster_width_deg,leading_width_max_5to8_deg,leading_width_max_5to8_phi1,trailing_width_max_m15to5_deg,trailing_width_max_m15to5_phi1
step5a empirical bg + MAP,step5a empirical bg + MAP,41,41,39,20.0,10.0,4838.981144886055,2618.555325215096,2220.4258196709607,1.1793032228399927,3356.1869268417604,1787.750137533613,1568.4367893081471,1.139829255294507,0.1095694440899285,0.311466302535082,7.0,0.357761514148357,-12.5
step3b control + MAP,step3b control + MAP,41,39,37,19.25,9.25,2872.1424935056284,1798.633783306482,1073.5087101991462,1.6754719977752375,2150.9442133936755,1370.0437758482005,780.9004375454748,1.7544410400825492,0.1181866806715495,0.2868347018849003,7.0,0.5535966339434041,-10.25
