phi1,dm_interp
-2.4000000953674316,16.692352294921875
-2.3499999046325684,16.69280242919922
-2.299999952316284,16.69325065612793
-2.25,16.693700790405273
-2.200000047683716,16.694149017333984
-2.1500000953674316,16.694599151611328
-2.0999999046325684,16.69504737854004
-2.049999952316284,16.695497512817383
-2.0,16.695945739746094
-1.9500000476837158,16.696395874023438
-1.899999976158142,16.69684410095215
-1.850000023841858,16.697294235229492
-1.7999999523162842,16.697742462158203
-1.75,16.698192596435547
-1.7000000476837158,16.698640823364258
-1.649999976158142,16.6990909576416
-1.600000023841858,16.699539184570312
-1.5499999523162842,16.699989318847656
-1.5,16.700437545776367
-1.4500000476837158,16.700885772705078
-1.399999976158142,16.701335906982422
-1.350000023841858,16.701784133911133
-1.2999999523162842,16.702234268188477
-1.25,16.702682495117188
-1.2000000476837158,16.70313262939453
-1.149999976158142,16.703580856323242
-1.100000023841858,16.704030990600586
-1.0499999523162842,16.704479217529297
-1.0,16.70492935180664
-0.949999988079071,16.70415496826172
-0.8999999761581421,16.703380584716797
-0.8500000238418579,16.702606201171875
-0.800000011920929,16.701831817626953
-0.75,16.701059341430664
-0.699999988079071,16.700284957885742
-0.6499999761581421,16.69951057434082
-0.6000000238418579,16.6987361907959
-0.550000011920929,16.697961807250977
-0.5,16.697187423706055
-0.44999998807907104,16.696413040161133
-0.4000000059604645,16.695640563964844
-0.3499999940395355,16.694866180419922
-0.30000001192092896,16.694091796875
-0.25,16.693317413330078
-0.20000000298023224,16.692543029785156
-0.15000000596046448,16.691768646240234
-0.10000000149011612,16.690994262695312
-0.05000000074505806,16.69021987915039
2.7000623958883807e-13,16.6894474029541
0.05000000074505806,16.68867301940918
0.10000000149011612,16.687898635864258
0.15000000596046448,16.687124252319336
0.20000000298023224,16.686349868774414
0.25,16.685575485229492
0.30000001192092896,16.68480110168457
0.3499999940395355,16.68402862548828
0.4000000059604645,16.68325424194336
0.44999998807907104,16.682479858398438
0.5,16.681705474853516
0.550000011920929,16.680931091308594
0.6000000238418579,16.680156707763672
0.6499999761581421,16.67938232421875
0.699999988079071,16.67860984802246
0.75,16.67783546447754
0.800000011920929,16.677061080932617
0.8500000238418579,16.676286697387695
0.8999999761581421,16.675512313842773
0.949999988079071,16.67473793029785
1.0,16.67396354675293
1.0499999523162842,16.674013137817383
1.100000023841858,16.674062728881836
1.149999976158142,16.674110412597656
1.2000000476837158,16.67416000366211
1.25,16.67420768737793
